cliente_ID,desistencia,genero,idade_>=_65,tem_parceiro,tem_dependentes
2250-IVBWA,No,Male,0,Yes,Yes
2251-PYLPB,No,Male,0,Yes,No
2252-ISRNH,No,Male,0,Yes,Yes
2252-JHJGE,No,Male,0,No,No
2252-NKNSI,No,Male,0,No,Yes
2253-KPMNB,No,Female,0,Yes,Yes
2254-DLXRI,No,Female,0,No,No
2256-YLYLP,No,Male,0,Yes,Yes
2257-BOVXD,No,Male,0,Yes,No
2259-OUUSZ,No,Male,0,No,No
2260-USTRB,Yes,Female,1,No,No
2262-SLNVK,No,Female,0,No,No
2263-SFSQZ,No,Male,0,Yes,Yes
2265-CYWIV,Yes,Female,1,Yes,No
2266-FUBDZ,No,Male,0,Yes,Yes
2266-SJNAT,No,Female,0,Yes,No
2267-FPIMA,No,Male,0,Yes,No
2267-WTPYD,No,Female,1,Yes,No
2270-CHBFN,No,Female,0,Yes,No
2272-JKMSI,No,Female,0,Yes,Yes
2272-QAGFO,Yes,Female,1,No,No
2272-UOINI,No,Female,0,No,No
2272-WUSPA,No,Female,0,Yes,No
2273-QCKXA,No,Male,0,No,No
2274-XUATA,No,Male,1,Yes,No
2275-RBYQS,No,Female,0,No,No
2276-YDAVZ,Yes,Female,0,No,No
2277-AXSDC,No,Female,0,No,No
2277-BKJKN,No,Female,1,Yes,No
2277-DJJDL,No,Male,1,Yes,No
2277-VWCNI,No,Female,1,No,No
2279-AXJJK,No,Male,0,Yes,No
2282-YGNOR,No,Female,0,No,No
2284-VFLKH,No,Male,0,Yes,No
2292-XQWSV,No,Male,0,Yes,Yes
2293-IJWPS,No,Female,0,Yes,No
2294-DMMUS,No,Female,0,Yes,Yes
2294-SALNE,No,Male,0,Yes,Yes
2296-DKZFP,No,Female,0,Yes,No
2300-RQGOI,No,Female,0,No,No
2302-ANTDP,Yes,Female,1,Yes,No
2302-OUZXB,No,Male,0,Yes,No
2303-PJYHN,No,Female,0,Yes,No
2305-MRGLV,No,Male,0,Yes,No
2307-FYNNL,No,Male,1,No,No
2308-STERM,No,Female,0,No,No
2309-OSFEU,Yes,Male,0,No,No
2311-QYMUQ,Yes,Female,0,Yes,Yes
2314-TNDJQ,No,Female,0,Yes,Yes
2316-ESMLS,No,Female,0,Yes,Yes
2320-JRSDE,Yes,Female,0,Yes,Yes
2320-SLKMB,No,Female,0,No,No
2320-TZRRH,No,Female,0,No,No
2320-YKQBO,No,Female,0,No,No
2321-OMBXY,Yes,Female,0,Yes,Yes
2322-VCZHZ,No,Male,1,Yes,No
2323-ARSVR,No,Male,0,Yes,No
2324-AALNO,No,Female,0,No,No
2324-EFHVG,No,Male,0,No,No
2325-NBPZG,No,Female,0,No,No
2325-WINES,No,Female,0,No,No
2325-ZUSFD,Yes,Female,0,Yes,Yes
2330-PQGDQ,No,Male,0,Yes,Yes
2332-EFBJY,Yes,Male,0,No,No
2332-TODQS,No,Female,0,No,No
2333-KWEWW,No,Male,0,No,No
2335-GSODA,No,Male,0,No,Yes
2338-BQEZT,No,Female,0,No,No
2342-CKIAO,No,Female,0,No,No
2344-JMOGN,Yes,Male,0,Yes,No
2346-CZYIL,No,Male,0,No,No
2346-DJQTB,No,Female,0,No,No
2346-LOCWC,No,Female,0,Yes,Yes
2347-WKKAE,No,Male,0,Yes,No
2348-KCJLT,No,Female,0,Yes,No
2351-BKRZW,No,Female,0,Yes,Yes
2351-RRBUE,No,Female,0,Yes,Yes
2353-VPYNS,,Male,1,No,No
2357-COQEK,Yes,Female,1,No,No
2359-KLTEK,No,Female,0,Yes,Yes
2359-KMGLI,Yes,Male,0,No,No
2359-QWQUL,Yes,Female,0,Yes,No
2360-RDGRO,No,Male,0,Yes,No
2361-FJWNO,No,Male,0,No,No
2361-UPSND,No,Female,0,Yes,No
2362-IBOOY,Yes,Male,0,No,No
2363-BJLSL,No,Male,0,No,No
2364-UFROM,No,Male,0,No,No
2368-GAKKQ,No,Female,0,No,No
2369-FEVNO,No,Male,0,No,No
2369-UAPKZ,Yes,Male,0,No,No
2371-JQHZZ,No,Male,0,Yes,No
2371-JUNGC,No,Male,0,No,No
2371-KFUOG,No,Male,0,No,No
2372-HWUHI,Yes,Male,0,No,No
2373-NTKOD,No,Male,0,No,No
2378-HTWFW,No,Male,1,No,No
2378-VTKDH,No,Male,1,Yes,No
2378-YIZKA,No,Female,0,Yes,Yes
2379-ENZGV,Yes,Male,0,No,No
2379-GYFLQ,No,Male,0,No,No
2380-DAMQP,No,Female,0,Yes,No
2382-BCKQJ,Yes,Female,0,No,Yes
2384-OVPSA,No,Female,1,No,No
2386-LAHRK,Yes,Male,0,No,No
2386-OWURY,No,Female,0,No,No
2387-KDZQY,No,Male,0,No,No
2388-LAESQ,No,Female,1,Yes,No
2391-IPLOP,No,Male,0,Yes,Yes
2391-SOORI,Yes,Male,0,No,Yes
2393-DIVAI,No,Female,0,No,No
2397-BRLOM,Yes,Male,1,Yes,Yes
2398-YPMUR,Yes,Female,1,Yes,No
2400-FEQME,No,Male,0,Yes,Yes
2400-XIWIO,No,Female,0,Yes,No
2402-TAIRZ,No,Female,0,No,No
2403-BCASL,Yes,Male,1,Yes,Yes
2404-JIBFC,No,Female,0,Yes,Yes
2405-LBMUW,No,Female,0,Yes,Yes
2408-PSJVE,No,Male,0,Yes,Yes
2408-TZMJL,Yes,Male,0,Yes,No
2408-WITXK,Yes,Female,1,No,No
2410-CIYFZ,No,Male,0,No,Yes
2418-TPEUN,No,Female,0,Yes,Yes
2419-FSORS,No,Male,0,Yes,No
2424-GXJQO,,Female,0,No,No
2424-WVHPL,No,Male,1,No,No
2428-HYUNX,No,Male,1,Yes,No
2428-ZMCTB,No,Male,0,No,No
2429-AYKKO,No,Male,0,No,No
2430-RRYUW,No,Male,0,No,No
2430-USGXP,Yes,Male,0,Yes,No
2432-TFSMK,No,Male,0,No,No
2433-KMEAS,Yes,Male,0,No,No
2434-EEVDB,No,Female,0,Yes,No
2436-QBZFP,No,Female,0,Yes,Yes
2439-LYPMQ,No,Male,1,Yes,No
2439-QKJUL,No,Male,0,No,No
2446-BEGGB,Yes,Female,1,No,No
2446-PLQVO,Yes,Male,0,No,No
2446-ZKVAF,No,Male,0,Yes,No
2450-ZKEED,No,Female,0,No,No
2451-YMUXS,No,Male,1,No,No
2452-KDRRH,No,Male,1,No,No
2452-MRMZF,No,Female,1,Yes,No
2452-SNHFZ,No,Female,0,No,No
2453-SAFNS,No,Female,1,No,No
2454-RPBRZ,Yes,Female,1,Yes,No
2455-USLMV,No,Female,0,No,No
2458-EOMRE,No,Female,0,No,No
2460-FPSYH,Yes,Female,1,No,No
2460-NGXBJ,No,Male,1,Yes,Yes
2462-XIIJB,Yes,Male,0,No,No
2465-BLLEU,No,Male,0,No,No
2466-FCCPT,No,Female,0,Yes,Yes
2466-NEJOJ,No,Male,0,Yes,Yes
2468-SJFLM,No,Male,0,No,No
2469-DTSGX,No,Female,1,No,No
2472-OVKUP,Yes,Male,0,Yes,No
2474-BRUCM,Yes,Male,1,Yes,No
2474-LCNUE,No,Female,0,Yes,No
2475-MROZF,No,Male,0,No,No
2476-YGEFM,No,Female,0,No,No
2478-EEWWM,No,Male,0,Yes,No
2479-BRAMR,Yes,Male,1,Yes,No
2480-EJWYP,No,Female,1,Yes,No
2480-JZOSN,No,Female,0,Yes,No
2480-SQIOB,No,Male,0,Yes,Yes
2481-SBOYW,No,Female,0,No,Yes
2482-CZGBB,Yes,Male,0,No,No
2483-XSSMZ,No,Female,0,No,No
2484-DGXPZ,Yes,Female,0,Yes,Yes
2485-ITVKB,Yes,Female,0,Yes,No
2486-WYVVE,No,Male,0,Yes,No
2495-INZWQ,Yes,Male,0,No,No
2495-KZNFB,No,Female,0,No,No
2495-TTHBQ,No,Female,0,No,Yes
2498-XLDZR,No,Female,0,Yes,Yes
2499-AJYUA,No,Female,1,Yes,No
2501-XWWTZ,No,Male,0,No,No
2504-DSHIH,No,Male,1,Yes,No
2506-CLAKW,Yes,Female,0,No,No
2506-TNFCO,Yes,Female,1,Yes,No
2507-QZPQS,No,Male,0,No,No
2508-QJJFP,,Male,0,No,Yes
2509-TFPJU,No,Male,0,Yes,No
2511-ALLCS,No,Female,0,Yes,Yes
2511-MORQY,No,Male,0,Yes,Yes
2514-GINMM,Yes,Male,0,No,No
2516-VQRRV,Yes,Female,1,No,No
2516-XSJKX,No,Female,0,Yes,Yes
2519-ERQOJ,No,Male,1,No,No
2519-FAKOD,Yes,Male,0,No,Yes
2519-LBNQL,No,Male,1,Yes,No
2519-TWKFS,No,Male,0,Yes,Yes
2520-SGTTA,No,Female,0,Yes,Yes
2521-NPUZR,No,Male,0,Yes,No
2522-AHJXR,No,Male,0,Yes,No
2522-WLNSF,No,Female,1,Yes,No
2523-EWWZL,No,Female,0,Yes,No
2525-GVKQU,No,Female,0,No,No
2528-HFYZX,Yes,Male,1,Yes,No
2530-ENDWQ,Yes,Female,0,Yes,No
2530-FMFXO,No,Male,0,Yes,Yes
2533-QVMSK,Yes,Male,0,Yes,No
2533-TIBIX,No,Male,0,Yes,Yes
2535-PBCGC,No,Female,0,Yes,No
2538-OIMXF,No,Female,0,No,Yes
2541-YGPKE,No,Male,0,Yes,Yes
2542-HYGIQ,No,Female,0,No,No
2545-EBUPK,No,Female,1,No,No
2545-LXYVJ,No,Male,0,Yes,No
2546-KZAAT,No,Male,0,Yes,No
2550-AEVRU,No,Female,0,Yes,Yes
2550-QHZGP,No,Male,0,No,No
2550-ZQZPP,,Male,1,Yes,No
2558-BUOZZ,No,Male,0,No,No
2560-PPCHE,No,Female,0,No,No
2560-QTSBS,No,Female,0,Yes,Yes
2560-WBWXF,No,Male,0,No,No
2565-JSLRY,Yes,Male,0,No,No
2568-BRGYX,Yes,Male,0,No,No
2568-OIADY,Yes,Female,0,Yes,No
2569-WGERO,No,Female,0,No,No
2573-GYRUU,No,Male,1,Yes,No
2575-EAMDV,,Female,0,No,No
2575-GFSOE,Yes,Female,0,Yes,Yes
2576-HXMPA,No,Female,0,No,No
2577-GVSIL,No,Male,0,Yes,Yes
2578-JQPHZ,No,Male,0,No,No
2580-ASVVY,No,Female,0,Yes,No
2580-ATZSQ,No,Female,0,Yes,Yes
2581-VKIRT,No,Female,0,Yes,Yes
2582-FFFZR,No,Female,0,No,No
2585-KTFRE,No,Male,0,No,Yes
2586-CWXVV,No,Male,0,Yes,No
2587-EKXTS,No,Male,0,No,No
2587-YNLES,No,Female,0,Yes,Yes
2589-AYCRP,No,Female,0,No,No
2592-HODOV,No,Male,0,No,No
2592-SEIFQ,Yes,Male,0,No,No
2592-YKDIF,No,Female,0,No,No
2595-KIWPV,No,Male,0,No,Yes
2599-CIPQE,No,Male,0,Yes,Yes
2599-CZABP,No,Male,0,Yes,No
2599-GTQWQ,,Male,1,No,No
2603-HVKCG,No,Male,0,No,No
2604-IJPDU,No,Female,0,Yes,No
2604-XVDAM,No,Female,0,No,No
2606-PKWJB,No,Male,0,No,Yes
2606-RMDHZ,Yes,Male,0,No,No
2607-DHDAK,No,Male,0,Yes,Yes
2607-FBDFF,No,Male,0,No,No
2608-BHKFN,Yes,Female,0,No,No
2609-IAICY,Yes,Female,0,No,No
2612-PHGOX,No,Male,0,Yes,No
2612-RANWT,Yes,Female,0,No,No
2612-RRIDN,Yes,Male,0,No,No
2615-YVMYX,No,Male,1,Yes,No
2616-FLVQC,No,Male,0,No,No
2616-UUTFK,No,Male,0,Yes,No
2619-WFQWU,Yes,Female,0,No,No
2621-UDNLU,No,Female,0,Yes,No
2623-DRYAM,No,Female,0,Yes,No
2625-TRCZQ,No,Female,0,Yes,No
2626-URJFX,Yes,Male,0,Yes,Yes
2626-VEEWG,No,Male,0,Yes,Yes
2632-IVXVF,No,Female,0,Yes,Yes
2632-TACXW,No,Female,0,Yes,No
2632-UCGVD,Yes,Male,1,Yes,No
2634-HCZGT,Yes,Male,1,Yes,No
2636-ALXXZ,Yes,Female,1,No,No
2636-OHFMN,Yes,Male,0,Yes,No
2636-SJDOU,No,Male,0,No,No
2637-FKFSY,No,Female,0,Yes,No
2639-UGMAZ,No,Male,1,No,No
2640-LYMOV,No,Male,0,No,No
2640-PMGFL,Yes,Male,0,No,Yes
2642-DTVCO,Yes,Male,1,No,No
2642-MAWLJ,No,Female,0,Yes,Yes
2642-NQSNM,,Female,0,No,No
2645-QTLMB,Yes,Male,0,No,No
2649-HWLYB,No,Male,0,Yes,No
2650-GYRYL,No,Male,0,Yes,Yes
2651-ZCBXV,No,Male,0,No,No
2654-VBVPB,No,Female,0,No,No
2656-FMOKZ,Yes,Female,1,No,No
2656-TABEH,Yes,Male,0,Yes,No
2657-ALMWY,Yes,Female,1,Yes,No
2657-VPXTA,No,Female,0,Yes,Yes
2659-VXMWZ,Yes,Male,0,Yes,Yes
2660-EMUBI,Yes,Male,1,No,No
2661-GKBTK,No,Male,0,Yes,Yes
2662-NNTDK,No,Male,0,No,No
2664-XJZNO,No,Male,0,Yes,Yes
2665-NPTGL,No,Female,1,Yes,No
2667-WYLWJ,Yes,Female,0,Yes,Yes
2668-TZSPS,No,Male,0,No,No
2669-OIDSD,No,Female,0,Yes,No
2669-QVCRG,No,Female,0,No,No
2672-DZUOY,Yes,Male,0,No,No
2672-HUYVI,Yes,Female,0,No,No
2672-OJQZP,No,Female,0,No,No
2672-SXZJB,,Female,0,Yes,Yes
2672-TGEFF,No,Female,0,Yes,Yes
2673-CXQEU,No,Female,1,No,No
2673-ZALNP,No,Female,0,No,No
2674-MIAHT,No,Female,0,No,No
2674-MLXMN,No,Female,1,No,No
2675-DHUTR,No,Male,1,Yes,No
2675-IJRGJ,No,Male,0,No,No
2675-OTVVJ,No,Male,1,Yes,No
2676-ISHSF,No,Male,0,No,No
2676-OXPPQ,No,Male,0,No,No
2676-SSLTO,No,Male,0,No,No
2680-XKKNJ,No,Female,0,No,No
2682-KEVRP,No,Female,1,No,No
2683-BPJSO,Yes,Male,0,Yes,No
2683-JXWQQ,No,Male,0,Yes,Yes
2684-EIWEO,Yes,Female,1,No,No
2685-SREOM,Yes,Female,0,Yes,Yes
2688-BHGOG,No,Male,1,No,No
2690-DVRVK,No,Male,0,Yes,Yes
2691-NZETQ,Yes,Male,0,No,No
2692-AQCPF,No,Female,0,Yes,No
2692-BUCFV,No,Male,1,No,No
2692-PFYTJ,No,Female,0,No,No
2694-CIUMO,No,Female,0,No,No
2696-ECXKC,No,Female,0,Yes,Yes
2696-NARTR,Yes,Male,0,No,No
2696-RZVZW,No,Male,0,Yes,No
2697-NQBPF,No,Male,0,No,No
2700-LUEVA,No,Male,0,No,No
2703-AMTUL,No,Male,0,Yes,Yes
2706-QZIHY,No,Female,0,Yes,No
2709-UQGNP,No,Male,0,No,No
2710-WYVXG,No,Female,0,No,No
2712-SYWAY,No,Female,0,No,No
2716-GFZOR,No,Male,0,Yes,No
2717-HVIZY,No,Female,0,No,Yes
2718-GAXQD,Yes,Female,1,Yes,Yes
2718-YSKCS,No,Male,0,Yes,Yes
2719-BDAQO,Yes,Male,0,No,No
2720-FVBQP,No,Female,0,Yes,Yes
2720-WGKHP,Yes,Male,1,No,No
2722-JMONI,Yes,Female,1,Yes,No
2722-VOJQL,Yes,Male,0,No,No
2724-FJDYW,No,Male,0,No,Yes
2725-IWWBA,No,Male,0,Yes,Yes
2725-KXXWT,Yes,Male,0,Yes,No
2725-TTRIQ,No,Female,0,Yes,Yes
2729-VNVAP,No,Female,0,Yes,Yes
2731-GJRDG,No,Female,0,No,No
2732-ISEZX,No,Female,0,No,No
2737-WFVYW,Yes,Female,0,No,No
2737-YNGYW,Yes,Female,0,No,No
2739-CACDQ,No,Female,1,No,No
2739-CCZMB,No,Male,0,No,Yes
2740-JFBOK,No,Male,0,No,No
2740-TVLFN,No,Male,0,No,No
2746-DIJLO,No,Female,0,No,No
2748-MYRVK,Yes,Female,0,No,No
2749-CTKAJ,No,Male,0,Yes,Yes
2750-BJLSB,No,Female,0,No,No
2753-JMMCV,No,Male,0,No,No
2754-SDJRD,No,Female,1,No,No
2754-VDLTR,Yes,Male,0,No,Yes
2754-XBHTB,Yes,Female,0,No,No
2758-RNWXS,No,Male,0,No,No
2761-OCIAX,Yes,Male,1,No,No
2761-XECQW,No,Male,1,Yes,No
2770-NSVDG,No,Male,0,Yes,No
2773-MADBQ,No,Female,0,No,No
2773-OVBPK,No,Male,0,Yes,No
2774-LVQUS,Yes,Female,1,Yes,No
2775-SEFEE,No,Male,0,No,Yes
2777-PHDEI,Yes,Female,0,No,No
2778-OCLGR,Yes,Male,1,Yes,No
2782-JEEBU,No,Male,0,No,No
2782-LFZVW,No,Female,0,No,No
2786-GCDPI,No,Female,1,No,No
2788-CJQAQ,No,Male,0,No,No
2789-CZANW,No,Female,0,Yes,Yes
2789-HQBOU,No,Male,0,No,No
2790-XUYMV,No,Male,0,No,Yes
2791-SFVEW,No,Female,0,No,No
2792-LSHWX,No,Female,0,No,No
2792-VPPET,No,Male,0,No,No
2794-XIMMO,Yes,Male,0,Yes,No
2796-NNUFI,No,Female,0,Yes,Yes
2796-UUZZO,No,Male,0,Yes,Yes
2798-NYLMZ,No,Male,0,Yes,No
2799-ARNLO,No,Female,1,Yes,No
2799-TSLAG,No,Female,0,Yes,Yes
2800-QQUSO,No,Male,0,No,No
2800-VEQXM,No,Female,0,No,No
2801-NISEI,No,Male,0,No,No
2804-ETQDK,No,Male,0,No,Yes
2805-AUFQN,No,Female,0,No,No
2805-EDJPQ,No,Female,0,Yes,Yes
2806-MLNTI,No,Male,1,Yes,No
2808-CHTDM,No,Female,0,Yes,Yes
2809-ILCYT,No,Female,0,Yes,No
2809-ZMYOQ,No,Female,0,No,No
2810-FTLEM,Yes,Female,0,No,No
2811-POVEX,No,Female,1,Yes,Yes
2812-ENYMO,No,Male,0,No,No
2812-REYAT,No,Female,0,Yes,No
2812-SFXMJ,No,Male,0,No,Yes
2815-CPTUL,Yes,Male,1,No,No
2817-LVCPP,No,Female,0,No,No
2817-NTQDO,Yes,Male,0,No,No
2819-GWENI,No,Female,0,Yes,Yes
2821-WARNZ,No,Female,0,No,Yes
2823-LKABH,No,Female,0,No,No
2824-DXNKN,No,Female,0,Yes,Yes
2824-MYYBN,No,Female,0,Yes,Yes
2826-DXLQO,No,Male,1,Yes,No
2826-UWHIS,No,Male,0,Yes,No
2828-SLQPF,No,Male,0,No,No
2829-HYVZP,No,Male,0,No,No
2830-LEWOA,No,Male,0,Yes,Yes
2831-EBWRN,No,Male,0,No,No
2832-KJCRD,No,Female,0,No,No
2832-SCUCO,No,Female,0,No,No
2833-SLKDQ,Yes,Male,0,No,No
2834-JKOOW,No,Female,0,No,No
2834-JRTUA,Yes,Male,0,No,No
2834-SPCJV,Yes,Male,0,Yes,No
2839-RFSQE,Yes,Female,0,No,No
2840-XANRC,Yes,Male,1,Yes,No
2842-BCQGE,No,Male,0,No,No
2842-JTCCU,Yes,Male,0,No,No
2843-CQMEG,No,Male,0,No,No
2845-AFFTX,Yes,Male,1,Yes,No
2845-HSJCY,Yes,Female,0,Yes,Yes
2845-KDHVX,No,Female,0,Yes,No
2848-YXSMW,No,Male,0,Yes,Yes
2851-MMUTZ,No,Female,0,No,No
2851-STERV,No,Male,1,No,No
2853-CWQFQ,No,Male,0,No,Yes
2855-QOWGP,,Male,0,No,Yes
2856-HYAPG,Yes,Female,0,No,No
2856-NNASM,Yes,Male,1,No,No
2858-EIMXH,No,Female,1,Yes,No
2858-MOFSQ,Yes,Female,0,No,Yes
2860-RANUS,Yes,Female,1,No,No
2862-JVEOY,No,Male,0,No,No
2862-PFNIK,No,Male,0,No,Yes
2863-IMQDR,No,Female,0,No,No
2865-TCHJW,Yes,Female,1,No,No
2866-IKBTM,No,Female,0,No,No
2867-UIMSS,Yes,Male,0,No,No
2868-LLSKM,No,Female,0,Yes,Yes
2868-MZAGQ,Yes,Male,0,No,No
2868-SNELZ,Yes,Female,0,No,No
2869-ADAWR,Yes,Female,0,No,No
2873-ZLIWT,Yes,Female,0,Yes,Yes
2874-YXVVA,No,Female,0,No,No
2876-GZYZC,No,Female,0,No,No
2876-VBBBL,Yes,Female,0,No,No
2877-VDUER,No,Female,0,Yes,Yes
2878-DHMIN,No,Male,0,Yes,Yes
2878-RMWXY,No,Male,1,Yes,No
2880-FPNAE,No,Male,1,Yes,No
2882-DDZPG,No,Female,0,No,No
2882-WDTBA,No,Male,0,Yes,Yes
2883-ILGWO,No,Male,1,No,No
2884-GBPFB,Yes,Female,0,Yes,No
2885-HIJDH,No,Male,0,Yes,Yes
2886-KEFUM,Yes,Female,0,Yes,No
2887-JPYLU,No,Female,0,No,Yes
2888-ADFAO,No,Female,0,Yes,Yes
2889-FPWRM,Yes,Male,0,Yes,No
2890-WFBHU,No,Female,0,No,No
2892-GESUL,No,Female,0,Yes,Yes
2894-QOJRX,Yes,Female,0,Yes,No
2896-TBNBE,No,Male,0,Yes,No
2897-DOVND,No,Male,0,No,No
2898-LSJGD,Yes,Female,0,Yes,Yes
2898-MRKPI,No,Male,0,Yes,Yes
2900-PHPLN,No,Female,1,Yes,No
2903-YYTBW,No,Male,0,Yes,Yes
2904-GGUAZ,No,Female,0,Yes,No
2905-KFQUV,No,Female,0,Yes,No
2907-ILJBN,No,Female,0,Yes,Yes
2908-WGAXL,No,Female,0,Yes,Yes
2908-ZTPNF,No,Female,0,No,No
2911-IJORQ,No,Male,0,No,No
2911-UREFD,Yes,Female,0,Yes,No
2911-WDXMV,No,Male,0,No,Yes
2916-BQZLN,No,Male,0,No,No
2919-HBCJO,Yes,Female,0,No,No
2920-RNCEZ,No,Male,0,Yes,Yes
2921-XWDJH,No,Female,1,Yes,No
2923-ARZLG,No,Male,0,Yes,Yes
2924-KHUVI,No,Male,0,Yes,No
2925-MXLSX,No,Female,0,No,No
2925-VDZHY,No,Male,0,Yes,Yes
2926-JEJJC,No,Female,0,No,No
2927-CVULT,No,Female,0,Yes,Yes
2927-QRRQV,No,Male,0,Yes,No
2928-HLDBA,No,Female,0,No,No
2929-ERCFZ,Yes,Female,0,Yes,Yes
2929-QNSRW,Yes,Female,0,Yes,No
2930-UOTMB,Yes,Female,0,No,No
2931-FSOHN,No,Male,1,No,No
2931-SVLTV,No,Male,0,Yes,Yes
2931-VUVJN,No,Female,1,Yes,No
2931-XIQBR,No,Female,0,Yes,Yes
2933-FILNV,Yes,Female,0,Yes,Yes
2933-XEUJM,No,Female,0,No,No
2937-FTHUR,No,Female,0,No,Yes
2946-KIQSP,No,Female,0,No,No
2947-DOMLJ,Yes,Male,0,No,Yes
2951-QOQTK,Yes,Male,0,No,Yes
2952-QAYZF,Yes,Male,0,No,No
2954-PIBKO,No,Female,0,Yes,Yes
2955-BJZHG,Yes,Male,0,Yes,Yes
2955-PSXOE,Yes,Female,0,No,No
2956-GGUCQ,Yes,Male,1,Yes,No
2956-MHLSX,,Male,0,No,No
2957-JIRMN,No,Female,1,No,No
2957-LOLHO,Yes,Male,0,No,No
2958-NHPPS,No,Male,0,No,No
2959-EEXWB,No,Female,0,Yes,Yes
2959-FENLU,No,Female,0,No,No
2959-MJHIC,Yes,Male,0,Yes,No
2960-NKRSO,No,Male,0,No,No
2961-VNFKL,No,Female,0,Yes,No
2962-XPMCQ,Yes,Male,0,No,No
2967-MXRAV,No,Male,0,Yes,Yes
2968-SSGAA,Yes,Female,0,No,No
2969-QWUBZ,No,Female,0,No,No
2969-VAPYH,No,Female,0,No,No
2969-WGHQO,No,Female,0,Yes,Yes
2971-SGAFL,No,Female,0,No,No
2972-YDYUW,No,Female,0,No,No
2974-GGUXS,No,Female,1,Yes,No
2977-CEBSX,No,Female,0,No,No
2978-XXSOG,No,Female,0,No,No
2979-SXESE,Yes,Female,0,Yes,Yes
2982-IHMFT,Yes,Female,1,No,No
2982-VPSGI,Yes,Female,0,Yes,No
2983-ZANRP,Yes,Female,0,Yes,Yes
2984-AFWNC,No,Female,0,No,No
2984-MIIZL,Yes,Male,0,No,No
2984-RGEYA,No,Female,0,Yes,Yes
2984-TBYKU,No,Male,0,Yes,Yes
2985-FMWYF,No,Female,0,No,No
2985-JUUBZ,No,Male,0,Yes,Yes
2987-BJXIK,No,Female,0,No,No
2988-GBIVW,No,Female,1,Yes,No
2988-PLAHS,No,Female,0,No,No
2988-QRAJY,No,Male,0,No,No
2990-HWIML,Yes,Female,0,No,No
2990-IAJSV,No,Male,0,No,No
2990-OGYTD,No,Female,0,Yes,No
2991-OKAXW,,Male,0,No,No
2995-UPRYS,Yes,Female,1,Yes,No
2995-YWTCD,No,Female,0,Yes,Yes
2996-XAUVF,No,Male,0,No,No
2999-AANRQ,No,Female,0,No,No
3001-CBHLQ,Yes,Male,1,Yes,No
3001-UNBTL,No,Male,1,Yes,Yes
3002-WQZWT,No,Female,0,No,No
3003-CMDUU,No,Female,0,Yes,No
3005-NFMTA,Yes,Male,1,No,No
3005-TYFRD,No,Female,0,Yes,No
3006-XIMLN,Yes,Female,0,No,Yes
3007-FDPEA,No,Female,0,No,No
3007-KYUNZ,,Female,0,Yes,Yes
3009-JWMPU,Yes,Male,0,No,No
3011-WQKSZ,No,Male,0,No,Yes
3012-OALWM,,Male,0,No,No
3012-VFFMN,No,Female,0,Yes,Yes
3014-WJKSM,No,Male,0,Yes,No
3016-KSVCP,No,Male,0,Yes,No
3018-DZHFE,,Male,0,No,No
3018-TFTSU,Yes,Male,0,No,No
3021-VLNRJ,No,Female,0,No,Yes
3022-BEXHZ,No,Male,0,Yes,Yes
3023-GFLBR,Yes,Female,0,Yes,Yes
3026-ATZYV,No,Female,0,Yes,Yes
3027-YNWZU,No,Female,0,Yes,No
3027-ZTDHO,Yes,Male,0,No,No
3030-YDNRM,No,Male,0,No,No
3030-YZADT,Yes,Male,0,No,No
3030-ZKIWL,No,Male,0,No,No
3034-ZBEQN,Yes,Female,0,Yes,No
3038-PQIUY,No,Female,0,No,No
3039-MJSLN,No,Male,0,No,Yes
3043-SUDUA,No,Female,0,No,No
3043-TYBNO,No,Male,0,No,No
3045-XETSH,Yes,Female,0,No,No
3049-NDXFL,Yes,Female,0,No,No
3049-SOLAY,Yes,Female,0,Yes,No
3050-GBUSH,No,Female,0,No,No
3050-RLLXC,No,Female,0,Yes,Yes
3055-MJDSB,No,Male,0,No,No
3055-OYMSE,No,Female,1,No,No
3055-VTCGS,No,Female,0,No,No
3057-VJJQE,No,Male,0,No,No
3058-HJCUY,Yes,Male,0,Yes,Yes
3058-WQDRE,No,Male,0,No,No
3059-NGMXB,No,Male,0,Yes,Yes
3061-BCKYI,No,Male,0,No,No
3062-ICYZQ,No,Female,0,Yes,Yes
3063-QFSZL,Yes,Female,0,No,No
3066-RRJIO,Yes,Female,0,No,No
3067-SVMTC,No,Female,0,Yes,No
3068-OMWZA,Yes,Male,1,No,No
3069-SSVSN,No,Female,0,No,No
3070-BDOQC,No,Female,0,No,No
3070-DVEYC,Yes,Male,1,No,No
3070-FNFZQ,No,Female,0,Yes,Yes
3071-MVJCD,No,Male,0,Yes,Yes
3071-VBYPO,No,Male,0,Yes,Yes
3074-GQWYX,Yes,Male,0,No,No
3077-RSNTJ,No,Female,0,Yes,Yes
3078-NDXXG,,Female,0,No,No
3078-ZKNTS,No,Female,0,Yes,Yes
3079-BCHLN,No,Male,0,Yes,No
3082-VQXNH,No,Male,0,Yes,No
3082-WQRVY,No,Male,1,Yes,No
3082-YVEKW,No,Female,0,Yes,Yes
3084-DOWLE,No,Female,0,Yes,No
3085-QUOZK,Yes,Female,0,No,No
3086-RUCRN,No,Female,0,No,No
3088-FVYWK,No,Male,0,Yes,Yes
3088-LHEFH,No,Female,0,No,No
3090-HAWSU,Yes,Male,0,No,No
3090-LETTY,No,Male,0,No,Yes
